"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"01039","5","1012","73","0","2023","4","",88,528,525,529,7470325,586812,8933,1090,"",1.02,0.83,0.84,0.85,0.90,0.93,1.12,1.07,"",5,6.0,95,21.9,82,18.5,84,18.9,1258982,20.3,39148,7.1,-1542,-14.7,5,0.5
"01041","5","1012","73","0","2023","4","",26,111,117,122,1874509,114666,1902,1236,"",1.10,0.59,0.62,0.65,0.71,0.54,0.38,1.13,"",4,18.2,8,7.8,14,13.6,16,15.1,166866,9.8,58632,104.6,991,108.8,-27,-2.1
"01043","5","1012","73","0","2023","4","",261,1471,1463,1442,23053995,1230701,16259,1216,"",1.47,0.91,0.91,0.91,0.97,0.64,0.83,1.07,"",20,8.3,50,3.5,59,4.2,65,4.7,2797969,13.8,195030,18.8,-525,-3.1,104,9.4
"01045","5","1012","73","0","2023","4","",77,617,618,643,10539153,542298,3919,1295,"",0.88,0.65,0.65,0.69,0.59,0.74,0.34,0.89,"",-3,-3.8,21,3.5,13,2.1,36,5.9,778019,8.0,-267139,-33.0,-8485,-68.4,49,3.9
"01047","5","1012","73","0","2023","4","",53,542,419,422,10028679,593256,9528,1673,"",0.69,0.89,0.70,0.72,1.18,0.86,0.74,1.52,"",2,3.9,66,13.9,33,8.5,38,9.9,1888609,23.2,5936,1.0,-7611,-44.4,165,10.9
"01049","5","1012","73","0","2023","4","",102,628,633,624,12965782,455591,3351,1587,"",0.90,0.52,0.52,0.52,0.73,0.30,0.24,1.40,"",1,1.0,-2,-0.3,2,0.3,-17,-2.7,1013739,8.5,52060,12.9,-3747,-52.8,137,9.4
"01051","5","1012","73","0","2023","4","",201,982,979,1012,16093879,1278306,10928,1249,"",1.49,0.91,0.91,0.95,1.08,0.98,0.89,1.17,"",16,8.6,70,7.7,72,7.9,86,9.3,2550154,18.8,186047,17.0,-10240,-48.4,110,9.7
"01053","5","1012","73","0","2023","4","",76,486,449,448,7124213,503849,7454,1189,"",1.04,0.71,0.66,0.67,0.72,0.69,0.74,1.05,"",6,8.6,80,19.7,29,6.9,27,6.4,1459951,25.8,-26266,-5.0,294,4.1,141,13.5
"01055","5","1012","73","0","2023","4","",153,1008,1017,1006,16074248,899586,9313,1224,"",0.82,0.58,0.59,0.59,0.70,0.39,0.37,1.19,"",12,8.5,84,9.1,80,8.5,101,11.2,2185741,15.7,220465,32.5,-303,-3.2,65,5.6
"01057","5","1012","73","0","2023","4","",32,158,145,136,1823429,250369,5541,959,"",1.08,0.78,0.73,0.69,0.73,1.20,1.76,0.99,"",1,3.2,54,51.9,41,39.4,19,16.2,568286,45.3,85650,52.0,2103,61.2,68,7.6
"01059","5","1012","73","0","2023","4","",55,224,223,236,2921622,173687,2107,987,"",1.04,0.40,0.40,0.42,0.38,0.32,0.37,0.92,"",6,12.2,6,2.8,12,5.7,20,9.3,247496,9.3,25302,17.1,-243,-10.3,30,3.1
"01061","5","1012","73","0","2023","4","",63,207,206,206,2513563,237711,3352,937,"",1.32,0.72,0.72,0.74,0.74,0.74,1.05,1.02,"",5,8.6,15,7.8,18,9.6,23,12.6,359393,16.7,38378,19.3,-986,-22.7,54,6.1
"01063","5","1012","73","0","2023","4","",7,84,79,94,1495586,132869,417,1343,"",0.51,0.88,0.82,0.98,1.24,0.74,0.22,1.39,"",0,0.0,53,171.0,53,203.8,67,248.1,982951,191.7,51525,63.3,-375,-47.3,-65,-4.6
"01065","5","1012","73","0","2023","4","",22,180,185,183,2777295,242526,4375,1170,"",0.89,1.31,1.35,1.34,1.45,1.88,2.42,1.09,"",-1,-4.3,30,20.0,39,26.7,15,8.9,508404,22.4,58064,31.5,1968,81.8,42,3.7
"01067","5","1012","73","0","2023","4","",31,215,221,229,3679230,130356,995,1277,"",0.93,1.01,1.06,1.11,0.97,0.62,0.64,0.92,"",-2,-6.1,-3,-1.4,5,2.3,13,6.0,245014,7.1,34073,35.4,-271,-21.4,58,4.8
"01069","5","1012","73","0","2023","4","",255,2144,2123,2173,38690399,2239113,19516,1386,"",0.90,0.79,0.80,0.83,0.92,0.66,0.50,1.14,"",9,3.7,196,10.1,164,8.4,148,7.3,4072537,11.8,403431,22.0,-5956,-23.4,39,2.9
"01071","5","1012","73","0","2023","4","",98,661,662,655,10150619,765729,5499,1184,"",1.07,0.81,0.82,0.81,0.87,0.84,0.51,1.07,"",11,12.6,92,16.2,73,12.4,75,12.9,2843644,38.9,37918,5.2,-3985,-42.0,214,22.1
"01073","5","1012","73","0","2023","4","",1520,18991,19069,19020,457634504,18662283,296293,1850,"",0.86,0.99,1.00,1.01,1.18,0.85,1.12,1.18,"",67,4.6,1291,7.3,1602,9.2,1406,8.0,72365552,18.8,2552254,15.8,30667,11.5,166,9.9
"01075","5","1012","73","0","2023","4","",21,61,63,74,748431,51117,688,872,"",0.85,0.33,0.35,0.41,0.30,0.31,0.43,0.81,"",2,10.5,-15,-19.7,-13,-17.1,3,4.2,-87833,-10.5,-26872,-34.5,-1128,-62.1,7,0.8
"01077","5","1012","73","0","2023","4","",182,1696,1742,1751,29856397,2316870,38439,1328,"",0.92,1.04,1.07,1.09,1.41,1.20,1.66,1.32,"",12,7.1,65,4.0,129,8.0,135,8.4,4446145,17.5,861932,59.2,-966,-2.5,121,10.0
"01079","5","1012","73","0","2023","4","",47,420,460,465,7677341,577274,11389,1317,"",1.04,1.44,1.57,1.59,1.81,1.87,2.57,1.18,"",7,17.5,112,36.4,155,50.8,161,53.0,2968543,63.0,348401,152.2,7342,181.4,132,11.1
"01081","3","1012","73","0","2023","4","N",2,0,0,0,0,0,0,0,"N",1.31,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01081","5","1012","73","0","2023","4","",352,3074,3060,3064,52511654,2656318,19348,1317,"",1.05,0.87,0.86,0.89,1.01,0.62,0.35,1.16,"",9,2.6,348,12.8,338,12.4,329,12.0,6900978,15.1,-244965,-8.4,-15783,-44.9,31,2.4
"01083","5","1012","73","0","2023","4","",209,2985,2970,2769,59642154,10315833,460357,1578,"",1.39,1.72,1.71,1.62,1.85,3.37,6.03,1.10,"",9,4.5,503,20.3,813,37.7,731,35.9,12874708,27.5,7102905,221.1,323209,235.7,-38,-2.4
"01085","5","1012","73","0","2023","4","",14,128,125,118,1933804,97931,364,1203,"",0.84,0.80,0.79,0.76,0.67,0.79,0.10,0.86,"",0,0.0,30,30.6,27,27.6,17,16.8,590759,44.0,41000,72.0,-397,-52.2,159,15.2
"01087","5","1012","73","0","2023","4","N",10,0,0,0,0,0,0,0,"N",0.42,0,0,0,0,0,0,0,"N",-2,-16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01089","5","1012","73","0","2023","4","",895,7557,7625,7663,148601988,7538331,69821,1501,"",0.86,0.63,0.64,0.65,0.56,0.60,0.49,0.88,"",54,6.4,231,3.2,421,5.8,428,5.9,16653474,12.6,1577727,26.5,-19072,-21.5,102,7.3
"01091","5","1012","73","0","2023","4","",33,472,489,589,8741625,788463,3973,1301,"",0.76,1.26,1.29,1.54,1.51,1.82,1.00,1.11,"",-2,-5.7,-35,-6.9,-10,-2.0,95,19.2,1685958,23.9,228417,40.8,-4653,-53.9,216,19.9
"01093","5","1012","73","0","2023","4","",21,137,138,137,1391367,280178,1419,779,"",0.38,0.24,0.24,0.25,0.18,0.45,0.19,0.74,"",3,16.7,15,12.3,13,10.4,11,8.7,298775,27.3,183088,188.6,17,1.2,103,15.2
"01095","5","1012","73","0","2023","4","",211,1568,1514,1514,22586430,1422782,15157,1134,"",1.07,0.73,0.71,0.72,0.78,0.57,0.63,1.08,"",34,19.2,289,22.6,166,12.3,100,7.1,1880854,9.1,409268,40.4,1219,8.7,-48,-4.1
"01097","3","1012","73","0","2023","4","N",1,0,0,0,0,0,0,0,"N",0.23,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01097","5","1012","73","0","2023","4","",978,11844,11834,11966,228436582,17374265,202347,1479,"",1.03,1.31,1.32,1.35,1.40,1.59,1.39,1.05,"",29,3.1,815,7.4,774,7.0,914,8.3,35534555,18.4,4181898,31.7,-104953,-34.2,136,10.1
"01099","5","1012","73","0","2023","4","",22,168,173,168,2666861,103726,976,1209,"",0.57,0.53,0.56,0.55,0.56,0.36,0.31,1.03,"",0,0.0,-167,-49.9,-186,-51.8,-176,-51.2,-3961287,-59.8,-245320,-70.3,-3708,-79.2,-265,-18.0
"01101","5","1012","73","0","2023","4","",390,4864,4888,4934,100601360,4780896,32302,1581,"",0.70,0.70,0.71,0.72,0.79,0.64,0.32,1.11,"",0,0.0,273,5.9,328,7.2,381,8.4,10804366,12.0,923329,23.9,-32081,-49.8,69,4.6
"01103","5","1012","73","0","2023","4","",314,3608,3635,3692,68624207,4783828,52281,1448,"",1.23,1.32,1.35,1.37,1.49,1.37,1.34,1.10,"",4,1.3,16,0.4,37,1.0,119,3.3,2707311,4.1,244446,5.4,-13751,-20.8,35,2.5
"01105","5","1012","73","0","2023","4","",9,57,57,59,567000,29499,292,756,"",0.64,0.59,0.60,0.64,0.52,0.35,0.22,0.85,"",2,28.6,7,14.0,7,14.0,9,18.0,-162972,-22.3,19911,207.7,110,60.4,-367,-32.7
"01107","5","1012","73","0","2023","4","",26,136,135,135,1855713,182252,2282,1055,"",0.85,0.69,0.68,0.68,0.63,0.99,1.32,0.92,"",3,13.0,29,27.1,33,32.4,27,25.0,464764,33.4,96985,113.7,1406,160.5,42,4.1
"01109","5","1012","73","0","2023","4","",42,358,362,367,5914131,397025,4260,1256,"",0.66,0.44,0.46,0.46,0.51,0.42,0.34,1.13,"",8,23.5,22,6.5,37,11.4,49,15.4,1104108,23.0,96141,32.0,-1369,-24.3,122,10.8
"01111","5","1012","73","0","2023","4","",35,165,169,169,2152660,136753,2131,988,"",0.98,0.64,0.66,0.66,0.70,0.47,0.72,1.07,"",-1,-2.8,1,0.6,5,3.0,5,3.0,169220,8.5,-74861,-35.4,-820,-27.8,58,6.2
"01113","5","1012","73","0","2023","4","",114,722,705,701,10437847,836296,10304,1132,"",1.24,0.96,0.95,0.95,1.04,0.91,0.89,1.09,"",2,1.8,-101,-12.3,-136,-16.2,-62,-8.1,-5936311,-36.3,-448927,-34.9,-29536,-74.1,-425,-27.3
"01115","5","1012","73","0","2023","4","",241,1687,1692,1697,27695306,1466683,9665,1259,"",1.67,1.50,1.50,1.52,1.66,1.06,0.50,1.10,"N",3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01117","5","1012","73","0","2023","4","",664,5455,5436,5463,113456157,5054406,36424,1601,"",1.21,1.21,1.21,1.22,1.33,0.92,0.51,1.09,"",11,1.7,-409,-7.0,-454,-7.7,-316,-5.5,2355909,2.1,-1524210,-23.2,-99789,-73.3,139,9.5
"01119","5","1012","73","0","2023","4","",14,39,32,31,736192,6229,124,1666,"",0.57,0.26,0.20,0.21,0.34,0.04,0.05,1.56,"N",2,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01121","5","1012","73","0","2023","4","",116,1034,1016,1024,16503521,1028718,13848,1239,"",0.96,0.62,0.62,0.63,0.63,0.55,0.69,1.02,"",-1,-0.9,-571,-35.6,-704,-40.9,-693,-40.4,-11408081,-40.9,-2474851,-70.6,-25549,-64.9,-38,-3.0
"01123","5","1012","73","0","2023","4","",97,615,594,581,8654818,441319,5284,1116,"",1.18,0.91,0.89,0.89,0.94,0.47,0.48,1.04,"",7,7.8,143,30.3,129,27.7,115,24.7,2713123,45.7,-18867,-4.1,-3861,-42.2,139,14.2
"01125","5","1012","73","0","2023","4","",482,4595,4467,4505,82059534,4118072,28040,1396,"",1.16,0.87,0.86,0.88,0.93,0.65,0.37,1.06,"",19,4.1,126,2.8,53,1.2,124,2.8,13626000,19.9,187316,4.8,-26160,-48.3,205,17.2
"01127","5","1012","73","0","2023","4","",107,537,538,516,9026454,527991,5034,1309,"",0.88,0.54,0.55,0.54,0.67,0.43,0.38,1.24,"",3,2.9,64,13.5,47,9.6,26,5.3,1270006,16.4,146760,38.5,-1280,-20.3,78,6.3
"01129","5","1012","73","0","2023","4","",30,137,134,134,2489016,122269,1271,1418,"",1.22,0.43,0.43,0.43,0.31,0.62,0.36,0.72,"",2,7.1,-101,-42.4,-72,-35.0,-52,-28.0,-2022212,-44.8,-320897,-72.4,-7763,-85.9,-234,-14.2
"01131","5","1012","73","0","2023","4","",13,103,104,104,1571961,98032,210,1166,"",0.54,0.75,0.76,0.77,0.70,1.04,0.19,0.93,"",1,8.3,5,5.1,9,9.5,8,8.3,264155,20.2,5658,6.1,-655,-75.7,122,11.7
"01133","5","1012","73","0","2023","4","",36,215,223,231,3174047,209236,1940,1095,"",0.88,0.51,0.54,0.56,0.53,0.39,0.28,0.98,"",2,5.9,49,29.5,39,21.2,54,30.5,803184,33.9,44872,27.3,-1024,-34.5,57,5.5
"01999","3","1012","73","0","2023","4","N",1,0,0,0,0,0,0,0,"N",0.14,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01999","5","1012","73","0","2023","4","",1549,7005,6830,6584,138583321,11747478,149731,1566,"",0.97,1.57,1.55,1.52,1.31,1.45,1.01,0.85,"N",32,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02000","3","1012","53","0","2023","4","",39,116,87,84,997308,793755,16344,802,"",4.37,0.53,0.41,0.39,0.30,4.53,13.70,0.67,"",1,2.6,17,17.2,-8,-8.4,-1,-1.2,107892,12.1,42485,5.7,-3484,-17.6,66,9.0
"02000","5","1012","53","0","2023","4","",2639,18582,16445,16051,415653121,121454177,2463421,1878,"",1.35,1.10,1.01,1.00,1.25,1.20,0.82,1.21,"",42,1.6,1569,9.2,1076,7.0,1565,10.8,75875029,22.3,21164435,21.1,-88111,-3.5,205,12.3
"02013","5","1012","73","0","2023","4","N",1,0,0,0,0,0,0,0,"N",0.13,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02016","5","1012","73","0","2023","4","",7,22,25,18,459862,123389,2471,1633,"",0.55,0.16,0.22,0.17,0.17,0.13,0.09,0.90,"",-1,-12.5,-21,-48.8,-9,-26.5,-22,-55.0,-169706,-27.0,-52898,-30.0,-2188,-47.0,391,31.5
"02020","3","1012","73","0","2023","4","",1,9,0,0,102841,60717,1439,2637,"",0.32,0.09,0.00,0.00,0.06,0.74,2.66,2.14,"",0,0.0,0,0.0,0,0.0,0,0.0,59216,135.7,17442,40.3,141,10.9,1518,135.7
"02020","5","1012","73","0","2023","4","",922,8308,7231,6999,189198213,51762275,1043482,1937,"",1.36,1.08,0.96,0.94,1.20,1.10,0.77,1.21,"",14,1.5,820,11.0,508,7.6,628,9.9,35605709,23.2,10451396,25.3,17574,1.7,215,12.5
"02050","3","1012","73","0","2023","4","",8,18,18,16,151337,118131,2237,672,"",73.32,4.11,4.16,3.70,2.87,35.35,98.40,0.72,"",0,0.0,-1,-5.3,-2,-10.0,-2,-11.1,-36693,-19.5,1843,1.6,-777,-25.8,-89,-11.7
"02050","5","1012","73","0","2023","4","",12,58,60,57,613616,404151,6882,809,"",0.50,0.17,0.18,0.18,0.12,0.21,0.12,0.66,"",-3,-20.0,-2,-3.3,3,5.3,-5,-8.1,-23601,-3.7,10072,2.6,-1941,-22.0,-13,-1.6
"02060","5","1012","73","0","2023","4","N",9,0,0,0,0,0,0,0,"N",0.89,0,0,0,0,0,0,0,"N",-1,-10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02063","5","1012","73","0","2023","4","",21,102,91,87,2903206,968840,22365,2393,"",0.67,0.58,0.57,0.53,0.79,0.99,0.74,1.40,"",1,5.0,7,7.4,9,11.0,15,20.8,-918778,-24.0,220307,29.4,-556,-2.4,-1149,-32.4
"02066","5","1012","73","0","2023","4","",10,38,24,13,703640,214962,5010,2165,"",0.89,0.71,0.50,0.27,0.81,0.69,0.54,1.62,"",-3,-23.1,8,26.7,-3,-11.1,-4,-23.5,179193,34.2,52668,32.5,215,4.5,530,32.4
"02068","5","1012","73","0","2023","4","",9,33,26,19,418863,208321,3649,1239,"",0.79,0.51,0.52,0.39,0.32,0.62,0.32,0.67,"",-2,-18.2,3,10.0,7,36.8,-1,-5.0,15908,3.9,5378,2.7,-952,-20.7,-109,-8.1
"02070","3","1012","73","0","2023","4","",3,10,4,3,39086,39086,902,531,"",56.09,7.59,3.17,2.32,2.30,39.96,135.57,0.52,"",0,0.0,8,400.0,-4,-50.0,-2,-40.0,-2739,-6.5,-2739,-6.5,-320,-26.2,-112,-17.4
"02070","5","1012","73","0","2023","4","N",11,0,0,0,0,0,0,0,"N",0.94,0,0,0,0,0,0,0,"N",-1,-8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02090","5","1012","73","0","2023","4","",329,2990,2541,2446,70920822,19712123,409251,2052,"",1.74,1.56,1.36,1.31,1.92,1.79,1.18,1.36,"",7,2.2,420,16.3,251,11.0,323,15.2,15020138,26.9,5664984,40.3,36327,9.7,205,11.1
"02100","5","1012","73","0","2023","4","",19,173,165,123,2410645,588276,13052,1207,"",1.52,3.39,3.78,3.01,3.59,2.09,1.49,1.06,"",1,5.6,59,51.8,60,57.1,44,55.7,721697,42.7,112367,23.6,432,3.4,-101,-7.7
"02105","5","1012","73","0","2023","4","N",12,0,0,0,0,0,0,0,"N",1.09,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02110","5","1012","73","0","2023","4","",135,727,668,584,12932677,4174723,83536,1508,"",1.51,0.80,0.78,0.70,0.75,0.98,0.67,0.99,"",0,0.0,-18,-2.4,-17,-2.5,-17,-2.8,370171,2.9,256155,6.5,-16766,-16.7,81,5.7
"02122","3","1012","73","0","2023","4","",3,5,1,6,52470,52470,1156,1009,"",3.58,0.36,0.07,0.44,0.28,5.04,16.25,0.96,"",1,50.0,1,25.0,-4,-80.0,4,200.0,16090,44.2,26301,100.5,438,61.0,246,32.2
"02122","5","1012","73","0","2023","4","",275,1070,982,964,17110461,6893937,141945,1309,"",1.50,0.99,0.95,0.95,0.92,1.15,0.80,0.96,"",-1,-0.4,24,2.3,41,4.4,1,0.1,1009261,6.3,-173368,-2.5,-45947,-24.5,49,3.9
"02130","5","1012","73","0","2023","4","",65,270,297,304,6631695,2203311,39077,1757,"",1.36,0.73,0.88,0.92,1.08,1.07,0.63,1.29,"",3,4.8,-1,-0.4,19,6.8,37,13.9,892042,15.5,453597,25.9,4108,11.7,134,8.3
"02150","5","1012","73","0","2023","4","",46,214,194,182,4842657,1531389,31151,1894,"",1.24,0.72,0.72,0.76,1.00,0.88,0.58,1.37,"",5,12.2,22,11.5,23,13.5,17,10.3,1190380,32.6,309130,25.3,-1562,-4.8,298,18.7
"02158","3","1012","73","0","2023","4","",5,27,20,21,293681,189855,3715,997,"",112.19,18.98,14.63,15.06,25.04,230.18,665.13,1.54,"",0,0.0,8,42.1,-2,-9.1,-2,-8.7,49317,20.2,-28714,-13.1,-2064,-35.7,116,13.2
"02158","5","1012","73","0","2023","4","N",3,0,0,0,0,0,0,0,"N",0.31,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02164","3","1012","73","0","2023","4","",3,2,2,1,6195,6195,121,286,"",77.19,3.33,4.29,2.12,1.14,13.73,33.83,0.35,"",0,0.0,-1,-33.3,0,0.0,-3,-75.0,-17186,-73.5,-17186,-73.5,-551,-82.0,-314,-52.3
"02164","5","1012","73","0","2023","4","N",5,0,0,0,0,0,0,0,"N",0.59,0,0,0,0,0,0,0,"N",-1,-16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02170","5","1012","73","0","2023","4","",533,3425,3122,3086,78285508,22006009,433067,1875,"",2.47,2.23,2.11,2.12,3.19,2.10,1.44,1.48,"",21,4.1,75,2.2,67,2.2,251,8.9,15703859,25.1,2240920,11.3,-62510,-12.6,312,20.0
"02180","3","1012","73","0","2023","4","",5,20,15,15,142164,125450,2705,656,"",48.52,7.47,5.73,5.68,3.57,70.81,219.46,0.57,"",0,0.0,6,42.9,-2,-11.8,6,66.7,36548,34.6,44894,55.7,654,31.9,47,7.7
